timestamp,open,high,low,close,volume,date,vix,vix_mean_bb,vix_upper_bb,vix_lower_bb,log_return,H,signal,trading_day_index,position,action,bar_return,strategy_return,trade,fee,net_strategy_return
2020-01-13,4173.4,4212.6,4149.6,4210.8,67537.0,2020-01-13,17.777103719001836,,,,0.01093637777622682,,0,13,0,,0.01145349115828825,0.0,0,0.0,0.0
2020-01-14,4221.2,4235.0,4193.8,4198.8,53660.0,2020-01-14,17.288665645544697,,,,-0.0028538832155271137,,0,14,0,,-0.0073912631479199796,-0.0,0,0.0,-0.0
2020-01-15,4190.0,4204.2,4155.6,4163.2,55207.0,2020-01-15,17.209626587786914,,,,-0.008514760843456561,,0,15,0,,-0.004916467780429681,-0.0,0,0.0,-0.0
2020-01-16,4169.4,4173.2,4142.0,4157.4,40645.0,2020-01-16,16.443513906408455,,,,-0.0013941304567956024,,0,16,0,,0.0016309301098479836,0.0,0,0.0,0.0
2020-01-17,4176.2,4198.2,4157.0,4172.6,55746.0,2020-01-17,15.349238153889372,17.313665733656467,20.813279429543666,13.814052037769269,0.0036494638343832313,,0,17,0,,0.0023466309084814382,0.0,0,0.0,0.0
2020-01-20,4186.0,4206.2,4166.2,4202.2,53918.0,2020-01-20,15.643197737178054,17.29644234217585,20.82678927838612,13.766095405965583,0.007068854959175054,,0,18,0,,-0.002341137123745863,-0.0,0,0.0,-0.0
2020-01-21,4176.2,4179.0,4117.6,4123.4,63515.0,2020-01-21,17.350072108463273,17.39906071510928,20.801790989065314,13.996330441153244,-0.018930131918481002,,0,19,0,,-0.01690532062640665,-0.0,0,0.0,-0.0
2020-01-22,4105.6,4155.0,4048.0,4136.4,77951.0,2020-01-22,17.19828041473074,17.515064841596434,20.707643322044675,14.322486361148194,0.0031477785743521877,0.8705388910249798,0,20,0,,-0.0030689789555729645,-0.0,0,0.0,-0.0
2020-01-23,4093.0,4106.0,3961.8,3994.2,79898.0,2020-01-23,20.77902916647309,17.82155911189806,21.03258721899692,14.610531004799201,-0.034982535476106996,0.9981568105394162,0,21,0,,-0.10261421939897386,-0.0,0,0.0,-0.0
2020-02-03,3673.0,3746.0,3591.2,3591.2,87303.0,2020-02-03,29.290610691520858,20.576754284680412,29.16319183134985,11.990316738010975,-0.10635690036699058,1.0047737839608806,1,22,0,,-0.0035393411380343046,-0.0,0,0.0,-0.0
2020-02-04,3660.0,3782.2,3659.8,3766.8,87831.0,2020-02-04,27.85585207813256,20.977850675951757,30.14780990454709,11.807891447356427,0.04773942616818597,0.6458892891793432,0,23,1,open_long,0.03486338797814205,0.03486338797814205,1,0.0001,0.034763387978142046
2020-02-05,3787.6,3849.6,3766.0,3800.4,84418.0,2020-02-05,25.66459401597837,21.272794979683667,30.655591706584417,11.889998252782918,0.008880489696686304,0.6207116101803045,0,24,1,,0.00723413243214703,0.00723413243214703,0,0.0,0.00723413243214703
2020-02-06,3815.0,3917.4,3789.0,3891.8,92820.0,2020-02-06,25.528824596600096,21.595505319248943,31.103110246850516,12.08790039164737,0.023765451191461055,0.7947249896734527,0,25,1,,0.014469200524246347,0.014469200524246347,0,0.0,0.014469200524246347
2020-02-07,3870.2,3896.6,3843.6,3892.8,75549.0,2020-02-07,26.67757421767185,22.013255130668103,31.64870712961703,12.377803131719178,0.0002569175052026585,0.9196240267489528,0,26,0,close_long,-0.0011368921502763775,-0.0,1,0.0001,-0.0001
2020-02-10,3865.8,3915.0,3855.8,3891.4,74001.0,2020-02-10,25.53505363429012,22.401152626432513,31.942729114153344,12.859576138711683,-0.0003597029919824864,0.8861658532435429,0,27,0,,0.01365823374204556,0.0,0,0.0,0.0
2020-02-11,3918.6,3956.0,3909.0,3935.6,72619.0,2020-02-11,23.278697897964555,22.700654239053506,31.937725170810438,13.463583307296572,0.011294357954334656,0.7837476293337554,0,28,0,,0.001429081814933882,0.0,0,0.0,0.0
2020-02-12,3924.2,3971.6,3921.2,3966.4,62759.0,2020-02-12,21.36572949068912,22.90845938419862,31.806164670770965,14.010754097626272,0.007795534289315695,0.9165642522126752,0,29,0,,0.009785433973803602,0.0,0,0.0,0.0
2020-02-13,3962.6,3986.8,3938.4,3953.0,64290.0,2020-02-13,22.143027076398,23.19343504269809,31.56908459878242,14.817785486613761,-0.0033840979842405684,0.9915009793540023,0,30,0,,-0.003684449603795465,-0.0,0,0.0,-0.0
2020-02-14,3948.0,4002.8,3947.2,3983.8,68880.0,2020-02-14,21.24360156994276,23.488153213500762,31.079739980541312,15.896566446460213,0.007761353344487958,0.689049986402186,0,31,0,,0.013272543059777125,0.0,0,0.0,0.0
2020-02-17,4000.4,4083.2,3996.0,4079.2,68546.0,2020-02-17,21.792693777975817,23.795628015540654,30.49509134033702,17.09616469074429,0.023664753099772406,0.6881129043203392,0,32,0,,0.017648235176482327,0.0,0,0.0,0.0
2020-02-18,4071.0,4078.0,4025.4,4046.4,39476.0,2020-02-18,22.671510806547488,24.061699950444865,30.070393740521585,18.053006160368145,-0.008073293825245189,0.6437402908664865,0,33,0,,-0.0060427413411937875,-0.0,0,0.0,-0.0
2020-02-19,4046.4,4082.4,4038.6,4052.6,52038.0,2020-02-19,22.95428649513418,24.349500254465035,29.457989815695537,19.241010693234532,0.0015310535155280119,0.8635092415203364,0,34,0,,0.005288651640964831,0.0,0,0.0,0.0
2020-02-20,4067.8,4158.8,4051.2,4138.4,90568.0,2020-02-20,23.27069804663814,24.474083698473287,29.331293018750916,19.616874378195657,0.020950589258076358,0.7034210821403789,0,35,0,,0.01533998721667723,0.0,0,0.0,0.0
2020-02-21,4130.2,4192.6,4130.0,4158.6,96644.0,2020-02-21,26.015414939229807,24.675105976217928,29.432057374969364,19.918154577466492,0.004869239462688871,0.9311227051152237,0,36,0,,0.00082320468742447,0.0,0,0.0,0.0
2020-02-24,4133.6,4152.0,4093.4,4120.0,102077.0,2020-02-24,27.50225096818381,24.889673044517064,29.75445266620036,20.024893422833767,-0.009325315808422033,0.7747615774927684,0,37,0,,-0.009821946971163238,-0.0,0,0.0,-0.0
2020-02-25,4093.0,4128.0,4025.8,4117.0,119749.0,2020-02-25,27.384558343363523,25.037558470681994,30.021463702899783,20.053653238464204,-0.0007284205736674197,0.7454911503642662,0,38,0,,-0.004397752259956022,-0.0,0,0.0,-0.0
2020-02-26,4075.0,4124.0,4052.8,4076.0,117949.0,2020-02-26,28.06800610998334,25.158819274284713,30.319601609356642,19.998036939212785,-0.01000862742728926,0.7017305501704784,0,39,0,,0.0034355828220858898,0.0,0,0.0,0.0
2020-02-27,4089.0,4107.6,4070.2,4077.8,92620.0,2020-02-27,26.26471372211805,25.129118447600966,30.25543066215252,20.002806233049412,0.00044151194025866076,0.7882043842108974,0,40,0,,-0.023673269748104714,-0.0,0,0.0,-0.0
2020-02-28,3992.2,4027.0,3908.0,3925.8,126113.0,2020-02-28,29.542803386063728,25.202525093221308,30.54396551910336,19.861084667339256,-0.03798747517912587,0.469285247236337,0,41,0,,-0.006162015931065555,-0.0,0,0.0,-0.0
2020-03-02,3967.6,4095.6,3965.2,4056.4,114170.0,2020-03-02,27.67693262668287,25.12184118997941,30.24767326308979,19.99600911686903,0.032725728634093114,0.636906150170817,0,42,0,,0.03800786369593702,0.0,0,0.0,0.0
2020-03-03,4118.4,4147.6,4060.0,4072.4,106544.0,2020-03-03,26.72338302456725,25.065217737301143,30.087866021805926,20.04256945279636,0.003936625495199304,0.6492621721539167,0,43,0,,-0.010780885780885693,-0.0,0,0.0,-0.0
2020-03-04,4074.0,4106.6,4055.2,4106.2,94519.0,2020-03-04,26.78078336156941,25.121027204580695,30.196247698763116,20.045806710398274,0.008265520365623195,1.0922946663472182,0,44,0,,0.017673048600883652,0.0,0,0.0,0.0
2020-03-05,4146.0,4211.6,4116.4,4191.8,112072.0,2020-03-05,26.40269467081332,25.164720708291355,30.269682997804836,20.059758418777875,0.02063220934039551,0.5988013089532805,0,45,0,,0.0037144235407620928,0.0,0,0.0,0.0
2020-03-06,4161.4,4169.8,4120.4,4120.8,90388.0,2020-03-06,27.96351392706801,25.229017693761165,30.44538617417175,20.012649213350578,-0.017082916687683854,0.8078257677992055,0,46,0,,-0.02676983707406153,-0.0,0,0.0,-0.0
2020-03-09,4050.0,4052.0,3962.8,3977.8,108437.0,2020-03-09,33.853092357072995,25.64491962990031,32.13493451883053,19.154904740970093,-0.035318416622229405,0.6033010215207144,1,47,0,,-0.009876543209876543,-0.0,0,0.0,-0.0
2020-03-10,4010.0,4095.0,3949.6,4072.2,131809.0,2020-03-10,32.38219677427679,26.10009457371592,33.14460877270639,19.05558037472545,0.023454491308621386,0.7090766743306742,0,48,1,open_long,0.014264339152119655,0.014264339152119655,1,0.0001,0.014164339152119655
2020-03-11,4067.2,4078.0,4001.0,4001.4,101183.0,2020-03-11,32.37891204323666,26.650753701343298,33.85695619062235,19.444551212064248,-0.01753909407145206,0.6257833246144916,0,49,1,,-0.027340676632572735,-0.027340676632572735,0,0.0,-0.027340676632572735
2020-03-12,3956.0,3968.0,3896.2,3949.0,107443.0,2020-03-12,34.43458758016482,27.265331726531638,34.93452890609415,19.596134546969125,-0.013181917579666195,0.7887984314351846,0,50,1,,-0.05176946410515677,-0.05176946410515677,0,0.0,-0.05176946410515677
2020-03-13,3751.2,3931.0,3716.0,3894.2,133435.0,2020-03-13,40.60183814932872,28.233243555500934,37.4355645883898,19.030922522612066,-0.01397411560512872,0.8472013534582279,1,51,0,close_long,0.032362977180635556,0.0,1,0.0001,-0.0001
2020-03-16,3872.6,3876.2,3691.0,3692.0,113256.0,2020-03-16,42.54566006052578,29.27089186962844,39.97330859782539,18.56847514143149,-0.053319950058777835,0.919629576850722,1,52,1,open_long,-0.019005319423643006,-0.019005319423643006,1,0.0001,-0.019105319423643005
2020-03-17,3799.0,3808.0,3608.2,3682.0,131938.0,2020-03-17,43.42694898752157,30.30866377867714,42.268032712644576,18.349294844709704,-0.0027122338297195727,0.7015896462396064,1,53,1,,-0.026796525401421474,-0.026796525401421474,0,0.0,-0.026796525401421474
2020-03-18,3697.2,3765.6,3596.8,3610.0,117815.0,2020-03-18,38.64271437651542,31.093085172746203,43.07938521060268,19.10678513488973,-0.019748310466096604,0.8645001094709506,0,54,1,,-0.018500486854917137,-0.018500486854917137,0,0.0,-0.018500486854917137
2020-03-19,3628.8,3654.4,3480.0,3584.0,90159.0,2020-03-19,40.33588649135992,31.946344594982293,44.017342450827854,19.875346739136734,-0.007228277232105489,0.6445231050216604,0,55,1,,-0.0013778659611992945,-0.0013778659611992945,0,0.0,-0.0013778659611992945
2020-03-20,3623.8,3640.0,3548.0,3624.0,123071.0,2020-03-20,37.667938166737095,32.52897075635765,44.5192241702168,20.5387173424985,0.011098893068048765,0.6265854549579637,0,56,1,,-0.032507312765605215,-0.032507312765605215,0,0.0,-0.032507312765605215
2020-03-23,3506.0,3565.2,3477.0,3508.6,118574.0,2020-03-23,40.0136323647112,33.15453982618403,45.34439630606916,20.964683346298894,-0.03236129066778558,0.6512137721066702,0,57,0,close_long,0.023958927552766685,0.0,1,0.0001,-0.0001
2020-03-24,3590.0,3620.8,3527.0,3598.0,136784.0,2020-03-24,39.63669204138191,33.767146511084945,45.967532413283074,21.566760608886817,0.02516103801539409,0.8944275682928782,0,58,0,,0.025069637883008356,0.0,0,0.0,0.0
2020-03-25,3680.0,3715.0,3655.0,3687.2,127088.0,2020-03-25,38.216492417527256,34.27457082646214,46.32011261575953,22.22902903716475,0.024489226895820018,0.8426872999727935,0,59,0,,-0.005434782608695652,-0.0,0,0.0,-0.0
2020-03-26,3660.0,3705.4,3653.8,3663.4,107588.0,2020-03-26,37.04933489081743,34.81380188489711,46.30226491097431,23.32533885881991,-0.0064756844801818645,0.6151150470135961,0,60,0,,0.012295081967213115,0.0,0,0.0,0.0
2020-03-27,3705.0,3745.0,3680.0,3680.2,123364.0,2020-03-27,36.98150089296352,35.1857367602421,46.434844332959884,23.936629187524318,0.004575420586157412,0.6620271804920731,0,61,0,,-0.01700404858299595,-0.0,0,0.0,-0.0
2020-03-30,3642.0,3678.8,3617.4,3662.8,108469.0,2020-03-30,35.720509813078245,35.58791561956187,46.26741281471845,24.90841842440529,-0.004739216278696755,0.5547199661342138,0,62,0,,0.015046677649643103,0.0,0,0.0,0.0
2020-03-31,3696.8,3705.2,3651.2,3652.0,102003.0,2020-03-31,33.340733884376746,35.918783162552344,45.82386753079563,26.013698794309057,-0.002952919518717997,0.5286324395372601,0,63,0,,-0.00968405107119676,-0.0,0,0.0,-0.0
2020-04-01,3661.0,3718.8,3641.0,3648.2,113393.0,2020-04-01,31.311954215729404,36.14534170526034,45.35310804668305,26.937575363837638,-0.0010410674620449968,0.5060577980509571,0,64,0,,-0.0057361376673040155,-0.0,0,0.0,-0.0
2020-04-02,3640.0,3728.0,3636.2,3726.8,115689.0,2020-04-02,30.458854056310116,36.34814967453518,44.80003721005916,27.896262139011203,0.021316061323455756,0.5435912576926789,0,65,0,,0.018736263736263685,0.0,0,0.0,0.0
2020-04-03,3708.2,3720.6,3675.0,3694.6,92865.0,2020-04-03,31.82856353118316,36.541402154740936,44.33736636984072,28.74543793964115,-0.008677662451732926,0.6757852438503251,0,66,0,,0.01812199989213103,0.0,0,0.0,0.0
2020-04-07,3775.4,3795.4,3764.2,3775.6,93995.0,2020-04-07,29.839132244373257,36.26328670478102,44.72514739765093,27.801426011911104,0.021687016326252327,0.7246128471881162,0,67,0,,-0.0014303120199184434,-0.0,0,0.0,-0.0
2020-04-08,3770.0,3779.0,3749.4,3764.8,81783.0,2020-04-08,27.72204314271776,36.030443259755074,45.171384291684,26.88950222782615,-0.002864571477691253,0.7826380777816331,0,68,0,,0.003872679045092814,0.0,0,0.0,0.0
2020-04-09,3784.6,3791.0,3770.4,3779.6,74387.0,2020-04-09,25.97495458797073,35.60746161014537,45.78362200246873,25.431301217822007,0.003923444935372683,0.9819709769791609,0,69,0,,-0.0005813031760291228,-0.0,0,0.0,-0.0
2020-04-10,3782.4,3813.2,3743.8,3763.2,99223.0,2020-04-10,25.208272876295894,34.83778334649374,45.727023601130455,23.94854309185702,-0.004348524644217812,0.492743506183511,0,70,0,,-0.009412013536378994,-0.0,0,0.0,-0.0
2020-04-13,3746.8,3762.0,3734.8,3745.0,65191.0,2020-04-13,22.5693823786828,33.83896946240158,45.39554511303958,22.282393811763576,-0.004848042312933139,0.6775422434260091,0,71,0,,0.0062453293477099485,0.0,0,0.0,0.0
2020-04-14,3770.2,3812.0,3759.0,3812.0,79296.0,2020-04-14,21.73853333364133,32.75454867970757,44.589869840099325,20.91922751931581,0.01773236882277287,0.7370819816776468,0,72,0,,0.009230279560766056,0.0,0,0.0,0.0
2020-04-15,3805.0,3820.2,3788.2,3789.4,67344.0,2020-04-15,22.312714608060727,31.938048691284838,44.304245289827044,19.57185209274263,-0.005946290575830857,0.582332299830134,0,73,0,,-0.0067805519053876955,-0.0,0,0.0,-0.0
2020-04-16,3779.2,3805.2,3775.0,3796.8,52173.0,2020-04-16,22.24149626448253,31.033329179940967,43.46006172551016,18.606596634371773,0.001950911483237455,0.6854308391218046,0,74,0,,0.009472904318374307,0.0,0,0.0,0.0
2020-04-17,3815.0,3837.4,3792.4,3796.6,88039.0,2020-04-17,21.930768222769327,30.24647068274258,42.89531620555487,17.59762515993029,-5.267732505773311e-05,0.7112726249079043,0,75,0,,-0.0026736566186106995,-0.0,0,0.0,-0.0
2020-04-20,3804.8,3812.0,3785.8,3807.4,64036.0,2020-04-20,22.82723596424512,29.387150862719274,41.56864785360107,17.205653871837477,0.00284061211524681,0.8432863471875837,0,76,0,,-0.0028385197645080375,-0.0,0,0.0,-0.0
2020-04-21,3794.0,3799.0,3729.0,3762.4,83330.0,2020-04-21,22.37609485699237,28.524121003499793,40.0776807524425,16.97056125455709,-0.011889489840850106,0.7975573922784718,0,77,0,,-0.014232999472851872,-0.0,0,0.0,-0.0
2020-04-22,3740.0,3803.0,3740.0,3801.6,82359.0,2020-04-22,22.536212215744285,27.74010699341065,38.63358120899447,16.846632777826827,0.010364979097432744,0.5692253407780873,0,78,0,,0.017807486631016018,0.0,0,0.0,0.0
2020-04-23,3806.6,3814.4,3776.2,3788.8,72241.0,2020-04-23,21.68707355913601,26.971993926826578,37.25073533407348,16.693252519579673,-0.0033726844786391187,0.7049754220757772,0,79,0,,-0.0067777018861975855,-0.0,0,0.0,-0.0
2020-04-24,3780.8,3784.8,3760.4,3775.0,69684.0,2020-04-24,20.743181802146875,26.160077972285745,35.64439426471686,16.67576167985463,-0.0036489635665068426,0.6525200501158731,0,80,0,,0.001110876005078242,0.0,0,0.0,0.0
2020-04-27,3785.0,3826.4,3774.4,3795.2,74969.0,2020-04-27,20.486887038424378,25.39839683355305,34.06112144491297,16.73567222219313,0.005336727680226453,0.5102357024614685,0,81,0,,0.006235138705416092,0.0,0,0.0,0.0
2020-04-28,3808.6,3834.8,3743.6,3816.8,96937.0,2020-04-28,20.640716663426023,24.763395972505513,32.81511785360126,16.71167409140977,0.005675264838545665,0.48847733801753995,0,82,0,,0.0029407131229323828,0.0,0,0.0,0.0
2020-04-29,3819.8,3849.8,3810.8,3838.4,70167.0,2020-04-29,21.15186112826246,24.255391318132165,31.8357227124841,16.675059923780232,0.005643237883532933,0.6814547601038928,0,83,0,,0.00921514215403943,0.0,0,0.0,0.0
2020-04-30,3855.0,3911.8,3855.0,3904.6,81655.0,2020-04-30,23.709287862545285,23.917913008443925,30.91383980952618,16.92198620736167,0.017099732163271812,0.5963467414905184,0,84,0,,0.0012970168612191958,0.0,0,0.0,0.0
2020-05-06,3860.0,3924.8,3857.8,3916.4,71890.0,2020-05-06,23.10687256630205,22.57328932861996,25.396542475037258,19.750036182202663,0.003017519231214505,0.23042982624062708,-1,85,0,,0.014974093264248752,0.0,0,0.0,0.0
2020-05-07,3917.8,3920.8,3893.4,3908.6,60948.0,2020-05-07,20.551908726363173,22.302137035539584,24.76898175973959,19.83529231133958,-0.001993610883939908,0.40040521057145645,1,86,-1,open_short,0.0028587472561130783,-0.0028587472561130783,1,0.0001,-0.002958747256113078
2020-05-08,3929.0,3972.8,3924.2,3949.0,75194.0,2020-05-08,19.968887593066157,22.040167771378098,24.312711130784123,19.767624411972072,0.010283128690673016,0.5406212707830588,0,87,1,open_long,0.00941715449223721,0.00941715449223721,1,0.0001,0.00931715449223721
2020-05-11,3966.0,3994.0,3940.0,3947.0,69114.0,2020-05-11,20.34603780261057,21.929000542574485,24.3075891761576,19.55041190899137,-0.0005065856238023172,0.6498439548336762,0,88,1,,-0.002924861321230436,-0.002924861321230436,0,0.0,-0.002924861321230436
2020-05-12,3954.4,3966.8,3926.8,3948.0,67049.0,2020-05-12,20.074607290255624,21.8458042404052,24.36470385603837,19.32690462477203,0.0002533248905250335,0.6339704634185904,0,89,1,,-0.0043495852721020314,-0.0043495852721020314,0,0.0,-0.0043495852721020314
2020-05-13,3937.2,3966.0,3922.4,3958.8,60476.0,2020-05-13,19.92679918858215,21.726508469431273,24.37496414766016,19.078052791202385,0.0027318274691639226,0.7702672222227237,0,90,0,close_long,0.0014223305902672874,0.0,1,0.0001,-0.0001
2020-05-14,3942.8,3944.6,3922.2,3928.0,44984.0,2020-05-14,19.25136140566013,21.577001726490153,24.43254493271295,18.721458520267355,-0.007810558548179547,0.5506757521459493,0,91,0,,-0.010500152176118518,-0.0,0,0.0,-0.0
2020-05-15,3901.4,3906.0,3861.0,3861.0,77917.0,2020-05-15,19.082584597919368,21.43459254524765,24.492746850732864,18.376438239762436,-0.017204173210120105,0.34940646488287813,0,92,0,,-0.007587020044086714,-0.0,0,0.0,-0.0
2020-05-18,3871.8,3910.0,3856.8,3881.4,87290.0,2020-05-18,18.709265268871743,21.228694010478982,24.442595747431437,18.014792273526528,0.0052696960137584925,0.3649369557223382,0,93,0,,0.01193243452657674,0.0,0,0.0,0.0
2020-05-19,3918.0,3930.8,3902.4,3911.8,66784.0,2020-05-19,17.90853113365456,21.005315824312092,24.492813111998434,17.51781853662575,0.007801712825422681,0.3932675807535013,0,94,0,,-0.0004594180704441506,-0.0,0,0.0,-0.0
2020-05-20,3916.2,3917.8,3891.8,3898.6,63600.0,2020-05-20,17.132140357232124,20.735112231386484,24.545628763027924,16.924595699745044,-0.0033801117913728634,0.527600433953408,0,95,0,,-0.0020938665032428933,-0.0,0,0.0,-0.0
2020-05-21,3908.0,3913.4,3868.6,3870.2,67236.0,2020-05-21,18.72569165840728,20.58704313635005,24.47124118164423,16.70284509105587,-0.0073113290369977305,0.7560819409455478,0,96,0,,-0.012026612077789151,-0.0,0,0.0,-0.0
2020-05-22,3861.0,3866.0,3778.0,3783.0,92219.0,2020-05-22,21.78903763444248,20.63933592796483,24.56037081904193,16.71830103688773,-0.02278883964201762,0.7860433645808514,0,97,0,,-0.017353017353017353,-0.0,0,0.0,-0.0
2020-05-25,3794.0,3801.4,3768.6,3792.6,74092.0,2020-05-25,20.298107346959952,20.629896943391607,24.55338515570945,16.706408731073765,0.0025344540732787834,0.9206803413867065,0,98,0,,0.005007907221929362,0.0,0,0.0,0.0
2020-05-26,3813.0,3832.0,3808.8,3828.8,65445.0,2020-05-26,19.23531445053539,20.559626832747078,24.532332243076173,16.586921422417984,0.009499638447800884,0.6539856084306547,0,99,0,,0.002884867558353003,0.0,0,0.0,0.0
2020-05-27,3824.0,3826.6,3798.0,3811.2,63082.0,2020-05-27,20.62458169316107,20.533262860992004,24.49640677008737,16.57011895189664,-0.00460733799312801,0.5440775217002731,0,100,0,,-0.0029288702928869817,-0.0,0,0.0,-0.0
2020-05-28,3812.8,3855.8,3777.4,3815.8,100809.0,2020-05-28,20.93067054048235,20.39433199488886,24.073310204064587,16.71535378571313,0.0012062411322295383,0.6476789882197547,0,101,0,,-0.0045635753252203344,-0.0,0,0.0,-0.0
2020-05-29,3795.4,3838.4,3790.6,3820.0,75610.0,2020-05-29,21.022260323846577,20.267510809156963,23.650134550062145,16.884887068251782,0.0011000813074104562,0.6629061337136317,0,102,0,,0.019918849133161172,0.0,0,0.0,0.0
2020-06-01,3871.0,3948.6,3870.0,3938.8,85326.0,2020-06-01,19.683210778913416,20.08126733738145,23.129465381092857,17.033069293670046,0.030625685773026275,0.4927157673056893,0,103,0,,0.01782485145957117,0.0,0,0.0,0.0
2020-06-02,3940.0,3964.4,3931.0,3955.0,64897.0,2020-06-02,19.226716372136995,19.879729336470156,22.553747831376935,17.205710841563377,0.0041044928281072654,0.8558305600016304,0,104,0,,0.009644670050761422,0.0,0,0.0,0.0
2020-06-03,3978.0,3997.8,3950.8,3951.0,73738.0,2020-06-03,19.637430231512724,19.70625721973069,21.907055388454886,17.505459051006497,-0.0010118897903635552,0.8875558690046746,0,105,0,,-0.002011060834590246,-0.0,0,0.0,-0.0
2020-06-04,3970.0,3972.0,3941.4,3952.0,61210.0,2020-06-04,19.702946732399152,19.66380912003249,21.82838188292083,17.49923635714415,0.00025306845636778705,0.8939666536060452,0,106,0,,-0.0020151133501259445,-0.0,0,0.0,-0.0
2020-06-05,3962.0,3979.8,3938.6,3979.0,64972.0,2020-06-05,19.363138254203182,19.63352165308934,21.79707214144987,17.469971164728808,0.006808751559170261,0.6974464661983312,0,107,0,,0.008329126703685007,0.0,0,0.0,0.0
2020-06-08,3995.0,4024.6,3982.6,3991.4,73774.0,2020-06-08,18.7180317615849,19.55212135103806,21.725280012339102,17.37896268973702,0.00311151510695626,0.5299686128462785,0,108,0,,-0.0005506883604505177,-0.0,0,0.0,-0.0
2020-06-09,3992.8,4026.0,3986.0,4014.8,74336.0,2020-06-09,19.235702538822515,19.5101761134664,21.673233376892494,17.347118850040307,0.005845486405760297,0.7334841741368511,0,109,0,,0.006812262071729067,0.0,0,0.0,0.0
2020-06-10,4020.0,4020.0,3999.0,4013.8,62927.0,2020-06-10,19.400933461508853,19.483882827112737,21.638384204290013,17.32938144993546,-0.00024910943506246215,0.7207872626250955,0,110,0,,-0.0037313432835820895,-0.0,0,0.0,-0.0
2020-06-11,4005.0,4024.0,3946.8,3965.0,88136.0,2020-06-11,20.03743792630185,19.523186653144823,21.68848099787721,17.357892308412435,-0.012232568435634408,0.5374129221739594,0,111,0,,-0.019925093632958846,-0.0,0,0.0,-0.0
2020-06-12,3925.2,4004.0,3920.0,3986.2,85019.0,2020-06-12,19.48586192133101,19.543350519315407,21.6988577587458,17.387843279885015,0.00533254105968891,0.7677976425466767,0,112,0,,0.01039437480892698,0.0,0,0.0,0.0
2020-06-15,3966.0,3987.6,3926.6,3929.4,81547.0,2020-06-15,20.080375629839743,19.611906037363806,21.742791942314245,17.481020132413366,-0.01435165367657433,0.9369845870407322,0,113,0,,0.0035300050428643467,0.0,0,0.0,0.0
2020-06-16,3980.0,4005.8,3974.2,4000.0,72250.0,2020-06-16,18.96086503676094,19.664522732519124,21.66637466480589,17.66267080023236,0.017807618649964642,0.8816134163418726,0,114,0,,0.004221105527638237,0.0,0,0.0,0.0
2020-06-17,3996.8,4009.0,3979.6,4007.0,55439.0,2020-06-17,19.47362495910805,19.78159696261292,21.39630286462656,18.16689106059928,0.001748470534116803,0.6214138161282023,0,115,0,,0.0008006405124098824,0.0,0,0.0,0.0
